NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Portão eletrônico,Área murada,LATITUDE,LONGITUDE
"Apartamento para Aluguel - Centro, 4 Quartos,  297 m2",6300.0,Apartamento padrão,297,4,5 ou mais,3,4295,1285,Avenida Jornalista Rubens de Arruda Ramos - de 2140/2141 ao fim,Florianópolis,Centro,88015702,21.0,1156709549,09/03 às 01:40,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-centro-4-quartos-297-m2-1156709549,52825,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
"Casa para Aluguel - Rio Tavares, 3 Quartos,  230 m2",8200.0,Casa em rua pública,230,3,4,2,250,121,Servidão Manoel Isidoro Augusto,Florianópolis,Rio Tavares,88048446,21.0,1156709634,09/03 às 01:42,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-rio-tavares-3-quartos-230-m2-1156709634,3121,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.6424454,-48.4727646
"Apartamento para Aluguel - Ingleses, 2 Quartos,  49 m2",2000.0,Apartamento padrão,49,2,1,1,0,48,Travessa Nildo Neponoceno Fernandes,Florianópolis,Ingleses do Rio Vermelho,88058320,21.0,1156710809,09/03 às 01:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-ingleses-2-quartos-49-m2-1156710809,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-27.4457544,-48.4001685
Florianópolis - Apartamento - Trindade,4390.0,Apartamento padrão,73,2,2,2,848,204,Rua Trajano Margarida,Florianópolis,Trindade,88036050,20.0,1156710831,09/03 às 01:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-trindade-1156710831,10380,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-27.5816286,-48.5251039
São José - Apartamento - Areias,1790.0,Apartamento padrão,75,3,2,1,442,93,Rua Sebastiana Coutinho,São José,Areias,88113240,18.0,1156710977,09/03 às 01:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-areias-1156710977,5397,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5594795,-48.6266297
Florianópolis - Apartamento - Centro,5100.0,Apartamento padrão,123,3,2,1,1363,349,Rua Almirante Lamego - até 967/968,Florianópolis,Centro,88015600,20.0,1156711737,09/03 às 02:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1156711737,16705,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,2800.0,Apartamento padrão,44,1,1,1,990,202,Rua Felipe Schmidt - de 350/351 a 979/980,Florianópolis,Centro,88010001,12.0,1156720197,09/03 às 04:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1156720197,12082,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
"Cobertura com 3 dormitórios para alugar, 198 m² por R$ 16.000,00/mês - Campeche - Florianó",16000.0,Apartamento cobertura,198,3,3,2,1200,480,Avenida Campeche - de 2503/2504 ao fim,Florianópolis,Campeche,88063301,18.0,1156722196,09/03 às 04:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-3-dormitorios-para-alugar-198-m-por-r-16-000-00-mes-campeche-floriano-1156722196,14880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Loft, locação anual.",1400.0,Loft/studio,50,1,1,1,80,0,Servidão João Magalhães,Florianópolis,Ingleses do Rio Vermelho,88058750,5.0,1156726857,09/03 às 05:50,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/loft-locacao-anual-1156726857,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.451829,-48.3816259
ENCANTADOR 03 SUÍTES - 03 GARAGENS,9000.0,Apartamento padrão,145,3,5 ou mais,3,0,0,Rua Vítor Konder,Florianópolis,Centro,88015400,20.0,1156727036,09/03 às 05:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/encantador-03-suites-03-garagens-1156727036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5887625,-48.5449137
"Loft, locação anual.",1400.0,Loft/studio,50,1,1,1,80,0,Servidão João Magalhães,Florianópolis,Ingleses do Rio Vermelho,88058750,8.0,1156727415,09/03 às 05:57,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/loft-locacao-anual-1156727415,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.451829,-48.3816259
Cobertura perto da Praia.,6800.0,Apartamento cobertura,173,3,1,2,850,0,Estrada Dom João Becker,Florianópolis,Ingleses do Rio Vermelho,88058600,19.0,1156736819,09/03 às 06:00,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-perto-da-praia-1156736819,10200,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,-27.4415104,-48.3836852
Apartamento para aluguel em Araranguá no bairro Centro,1650.0,Apartamento padrão,70,2,1,1,330,614,Avenida Engenheiro Mesquita - até 1019 - lado ímpar,Araranguá,Centro,88900057,13.0,1156745793,09/03 às 07:06,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-em-ararangua-no-bairro-centro-1156745793,4574,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
"Apartamento com 3 dormitórios para alugar, 93 m² por R$ 7.690,00/mês - Campeche - Florianó",6500.0,Apartamento padrão,94,3,1,2,1100,90,Servidão Catavento,Florianópolis,Campeche,88063430,20.0,1156753581,09/03 às 07:41,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-para-alugar-93-m-por-r-7-690-00-mes-campeche-floriano-1156753581,13290,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-27.6810099,-48.4839644
"Apartamento com 2 dormitórios para alugar, 68 m² por R$ 4.440,00/mês - Campeche - Florianó",3950.0,Apartamento padrão,69,2,2,1,400,90,Servidão Catavento,Florianópolis,Campeche,88063430,20.0,1156761725,09/03 às 08:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-68-m-por-r-4-440-00-mes-campeche-floriano-1156761725,4890,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-27.6810099,-48.4839644
FLORIANóPOLIS - Apartamento Padrão - Agronômica,3600.0,Apartamento padrão,170,3,3,1,1300,289,Rua Frei Caneca - até 338/339,Florianópolis,Agronômica,88025000,21.0,1102245135,09/03 às 08:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-1102245135,15889,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,
Casa para venda com 500 metros quadrados com 6 quartos..,45000.0,Casa em rua pública,500,5 ou mais,5 ou mais,3,0,500,Avenida dos Búzios - de 1401/1402 ao fim,Florianópolis,Jurerê Internacional,88053301,20.0,1019957047,09/03 às 08:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-500-metros-quadrados-com-6-quartos-1019957047,500,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,
"APARTAMENTO para Temporada INGLESES DO RIO VERMELHO, FLORIANÓPOLIS 2 dormitórios sendo 1 s",600.0,Apartamento padrão,90,2,2,1,0,0,Rua Dário Manoel Cardoso,Florianópolis,Ingleses do Rio Vermelho,88058400,20.0,994845755,09/03 às 08:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-temporada-ingleses-do-rio-vermelho-florianopolis-2-dormitorios-sendo-1-s-994845755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CASA COMERCIAL NO BAIRRO ESTREITO EM FLORIANÓPOLIS,4400.0,Casa em rua pública,236,3,3,2,0,378,Rua Santiago Dantas,Florianópolis,Estreito,88070270,21.0,1090089987,09/03 às 08:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-no-bairro-estreito-em-florianopolis-1090089987,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.593153,-48.58014
FLORIANOPOLIS - Casa Padrão - Praia Mole,5500.0,Casa em rua pública,132,3,3,2,914,56,Rodovia Jornalista Manoel de Menezes - de 01/2 a 2000/2001,Florianópolis,Barra da Lagoa,88061700,20.0,1145438632,09/03 às 09:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-praia-mole-1145438632,11024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Apartamento para aluguel e venda tem 130 metros quadrados com 2 quartos..,15000.0,Apartamento padrão,130,2,2,2,1200,4000,Avenida dos Búzios - de 1401/1402 ao fim,Florianópolis,Jurerê Internacional,88053301,20.0,991765012,09/03 às 09:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-e-venda-tem-130-metros-quadrados-com-2-quartos-991765012,18400,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,,
Casa para aluguel e venda possui 500 metros quadrados com 5 quartos..,5000.0,Casa em rua pública,500,5 ou mais,5 ou mais,2,0,3500,Avenida dos Búzios - de 1401/1402 ao fim,Florianópolis,Jurerê Internacional,88053301,20.0,991765104,09/03 às 09:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-e-venda-possui-500-metros-quadrados-com-5-quartos-991765104,3500,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho,3500.0,Apartamento padrão,75,3,1,1,650,164,Rua Morro das Feiticeiras,Florianópolis,Ingleses do Rio Vermelho,88058583,20.0,1144846351,09/03 às 10:16,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-do-rio-vermelho-1144846351,7964,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-27.4204752,-48.4073135
Cobertura para aluguel possui 321 metros quadrados com 4 quartos..,30000.0,Apartamento cobertura,321,4,5 ou mais,3,3200,0,Rodovia Tertuliano Brito Xavier - até 2421/2422,Florianópolis,Canasvieiras,88054600,20.0,991762696,09/03 às 10:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-aluguel-possui-321-metros-quadrados-com-4-quartos-991762696,38400,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,,
Casa Comercial no bairro santo antonio de lisboa em florianópolis,10000.0,Casa em rua pública,272,3,2,5 ou mais,0,28,Estrada Caminho dos Açores,Florianópolis,Santo Antônio de Lisboa,88050300,20.0,1156836282,09/03 às 10:46,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-no-bairro-santo-antonio-de-lisboa-em-florianopolis-1156836282,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5155678,-48.5149111
Florianopolis - Apartamento Padrão - Ingleses,2800.0,Apartamento padrão,86,3,2,1,600,180,Rua Recanto do Sol,Florianópolis,Ingleses do Rio Vermelho,88058577,20.0,1156857369,09/03 às 11:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-1156857369,7380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4248476,-48.4064567
SãO JOSé - Apartamento Padrão - AReias,1600.0,Apartamento padrão,53,2,1,1,302,62,Rua Pedro Antunes Ezequiel,São José,Areias,88113870,21.0,1140513142,09/03 às 12:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-areias-1140513142,3686,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5574853,-48.6344755
"Casa para Aluguel - Santo Antônio de Lisboa, 2 Quartos,  80 m2",4300.0,Casa em rua pública,80,2,2,2,350,0,Rua Padre Lourenço Rodrigues de Andrade,Florianópolis,Santo Antônio de Lisboa,88050400,21.0,1156888367,09/03 às 12:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-santo-antonio-de-lisboa-2-quartos-80-m2-1156888367,4200,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.5015239,-48.5143603
"Loft com 1 dormitório para alugar, 45 m² por R$ 2.625,00/mês - Campeche Leste - Florianópo",2550.0,Apartamento padrão,45,1,1,1,50,25,Servidão Mar Azul,Florianópolis,Campeche,88063173,13.0,1156888531,09/03 às 12:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/loft-com-1-dormitorio-para-alugar-45-m-por-r-2-625-00-mes-campeche-leste-florianopo-1156888531,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6913869,-48.485418
"Casa para Aluguel - Campeche, 2 Quartos,  130 m2",4350.0,Casa em rua pública,130,2,2,2,0,60,Avenida Pequeno Príncipe,Florianópolis,Campeche,88063000,20.0,1156889279,09/03 às 12:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-campeche-2-quartos-130-m2-1156889279,60,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.687721,-48.4844879
FLORIANóPOLIS - Apartamento Padrão - Beiramar,5950.0,Apartamento padrão,87,2,2,2,713,225,Travessa Felipe Godinho e Silva,Florianópolis,Agronômica,88025326,21.0,1128449254,09/03 às 12:39,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-beiramar-1128449254,8781,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
"Agronômica | Apartamento 3 quartos, sendo 1 suite",5500.0,Apartamento padrão,110,3,1,2,780,2400,Rua Frei Caneca - até 338/339,Florianópolis,Agronômica,88025000,20.0,1156896718,09/03 às 12:42,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/agronomica-apartamento-3-quartos-sendo-1-suite-1156896718,11760,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,,
Apartamento de Temporada em Jurerê,950.0,Apartamento padrão,75,3,2,2,0,0,Rua Dario João de Souza,Florianópolis,Jurerê,88053760,20.0,1094624347,09/03 às 13:00,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-temporada-em-jurere-1094624347,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-27.4450666,-48.4869811
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,3700.0,Apartamento padrão,74,3,3,1,756,81,Rodovia Amaro Antônio Vieira - até 1310/1311,Florianópolis,Itacorubi,88034101,20.0,1156928918,09/03 às 13:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1156928918,9153,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,
Apartamento 3 d a 300 m da praia,5100.0,Apartamento padrão,93,3,2,2,515,310,Avenida Pequeno Príncipe,Florianópolis,Campeche,88063000,7.0,1156939733,09/03 às 14:15,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-d-a-300-m-da-praia-1156939733,6490,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-27.687721,-48.4844879
Apto alugar Itacorubi - Rua Hotel Mercuri,2100.0,Apartamento padrão,64,2,1,1,454,75,Rua Acelon Pacheco da Costa,Florianópolis,Itacorubi,88034040,14.0,1157003021,09/03 às 16:15,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-alugar-itacorubi-rua-hotel-mercuri-1157003021,5523,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,-27.5802586,-48.5104497
Apartamento de Temporada em Canasvieiras,600.0,Apartamento padrão,75,2,2,1,0,0,Rodovia Tertuliano Brito Xavier - até 2421/2422,Florianópolis,Canasvieiras,88054600,20.0,1094624314,09/03 às 16:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-temporada-em-canasvieiras-1094624314,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento para aluguel com 4 quartos em Beiramar com 264.65 m²,7000.0,Apartamento padrão,264,4,5 ou mais,2,2487,919,Rua Frei Caneca - de 340/341 ao fim,Florianópolis,Agronômica,88025053,20.0,1148164567,09/03 às 18:04,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-com-4-quartos-em-beiramar-com-264-65-m-1148164567,30763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casa Agronômica,6000.0,Casa em rua pública,216,4,3,2,0,0,Rua Visconde de Taunay,Florianópolis,Agronômica,88025520,20.0,1157060181,09/03 às 18:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-agronomica-1157060181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5773982,-48.5322341
FLORIANOPOLIS - Apartamento Padrão - Jurere,4300.0,Apartamento padrão,90,3,3,1,1300,127,Avenida dos Dourados,Florianópolis,Jurerê Internacional,88053410,20.0,1157060233,09/03 às 18:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-1157060233,15727,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-27.4443628,-48.4981858
Apartamento de 3 quartos para alugar no bairro Campeche,10000.0,Apartamento padrão,116,3,3,2,950,217,Rua Nivaldo Dias,Florianópolis,Campeche,88063670,0.0,1125900889,09/03 às 18:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-3-quartos-para-alugar-no-bairro-campeche-1125900889,11617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6641741,-48.4777281
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,2500.0,Apartamento padrão,95,2,1,1,491,108,Rua Pastor William Richard Schisler Filho,Florianópolis,Itacorubi,88034100,10.0,1157065678,09/03 às 18:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1157065678,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5763668,-48.5110631
FLORIANóPOLIS - Casa Padrão - Vargem Grande,2700.0,Casa em rua pública,102,2,1,1,0,26,Servidão Expedicionário Leonel Francolino da Silva,Florianópolis,Vargem Grande,88052630,20.0,1157065673,09/03 às 18:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-vargem-grande-1157065673,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.463979,-48.4493203
Casa para aluguel e venda tem 1000 metros quadrados com 4 quartos,30000.0,Casa em rua pública,1000,4,5 ou mais,5 ou mais,0,400,Avenida dos Merlins,Florianópolis,Jurerê Internacional,88053370,20.0,1034389259,09/03 às 18:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-e-venda-tem-1000-metros-quadrados-com-4-quartos-1034389259,400,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-27.4393267,-48.4998912
Casa para aluguel com 800 metros quadrados com 7 quartos,15000.0,Casa em rua pública,800,5 ou mais,5 ou mais,3,0,0,Rua dos Badejos,Florianópolis,Jurerê Internacional,88053336,20.0,1121987421,09/03 às 19:11,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-com-800-metros-quadrados-com-7-quartos-1121987421,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-27.4376212,-48.5054832
FLORIANóPOLIS - Apartamento Padrão - Trindade,3150.0,Apartamento padrão,85,3,1,1,700,1700,Rua Professor José Brasilicio de Souza,Florianópolis,Trindade,88036530,20.0,1128492234,09/03 às 19:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-1128492234,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.594453,-48.5202941
FLORIANÓPOLIS - Apartamento Padrão - CENTRO,8926.0,Apartamento padrão,70,2,3,2,1097,268,Rua Desembargador Arno Hoeschl,Florianópolis,Centro,88015620,20.0,1132348920,09/03 às 19:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1132348920,13432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANÓPOLIS - Apartamento Padrão - AGRONÔMICA,6500.0,Apartamento padrão,206,4,5 ou mais,2,1925,667,Rua Rui Barbosa - até 399/400,Florianópolis,Agronômica,88025300,20.0,1113337557,09/03 às 19:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-1113337557,23767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Casa Padrão - Centro,14960.0,Casa em rua pública,140,4,2,5 ou mais,0,0,Avenida do Antão - até 799/800,Florianópolis,Centro,88025150,9.0,1017751392,09/03 às 20:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-centro-1017751392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
"casa comercial com 3 quartos, sala comercial e galpão",6000.0,Casa em rua pública,200,3,3,4,0,307,Rua Vereador Arthur Manoel Mariano - de 981/982 ao fim,São José,Forquilhinha,88106501,20.0,1157116487,09/03 às 20:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-com-3-quartos-sala-comercial-e-galpao-1157116487,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
"apartamento 2 quartos no bairro Capoeiras em florianópolis, 75,57m²",5000.0,Apartamento padrão,76,2,2,1,530,149,Avenida Governador Ivo Silveira - de 1961/1962 a 2824/2825,Florianópolis,Capoeiras,88085001,0.0,1157116532,09/03 às 20:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-no-bairro-capoeiras-em-florianopolis-75-57m-1157116532,6509,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
PALHOçA - Apartamento Padrão - Passa Vinte,1300.0,Apartamento padrão,41,2,1,1,275,11,Rua Áurea Rosa da Luz,Palhoça,Passa Vinte,88132157,14.0,1157122075,09/03 às 20:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-passa-vinte-1157122075,3311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.6359324,-48.677328
Casa para aluguel possui 350 metros quadrados com 3 quartos em Pedra Branca - Palhoça - SC,8999.0,Casa em rua pública,350,3,4,2,13,113,Rua das Figueiras,Palhoça,Pedra Branca,88137210,20.0,1157123882,09/03 às 21:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-possui-350-metros-quadrados-com-3-quartos-em-pedra-branca-palhoca-sc-1157123882,269,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,-27.6290032,-48.6808343
Casa 2 dorms Picadas do Sul Prox. Facul Anhanguera em São José,2000.0,Casa em rua pública,50,2,1,3,0,0,Rua Brasil Machado,São José,Picadas do Sul,88106205,8.0,1157128950,09/03 às 21:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-2-dorms-picadas-do-sul-prox-facul-anhanguera-em-sao-jose-1157128950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6106665,-48.6478043
BIGUAçU - Apartamento Padrão - Vendaval,1200.0,Apartamento padrão,52,2,1,1,250,20,Rua Jordelino João da Rosa,Biguaçu,Vendaval,88164126,20.0,1157129025,09/03 às 21:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/biguacu-apartamento-padrao-vendaval-1157129025,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4901421,-48.6609766
SãO JOSé - Casa Padrão - Bela Vista,3500.0,Casa em rua pública,151,4,2,2,0,94,Rua Camboriú,São José,Bela Vista,88110570,21.0,1157129018,09/03 às 21:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-bela-vista-1157129018,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.5709337,-48.6192005
SãO JOSé - Apartamento Padrão - Barreiros,3500.0,Apartamento padrão,83,3,2,1,374,72,Rua Francisco Pedro Machado,São José,Barreiros,88117402,21.0,1157129294,09/03 às 21:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-barreiros-1157129294,4560,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5790787,-48.6135025
Aluguel por diária em Canasvieiras,500.0,Apartamento padrão,38,1,1,1,0,0,Rua Antenor Borges,Florianópolis,Canasvieiras,88054070,15.0,1094991734,09/03 às 21:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-por-diaria-em-canasvieiras-1094991734,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-27.4264917,-48.4504742
PALHOçA - Casa Padrão - Bela Vista,1700.0,Casa em rua pública,68,2,1,1,0,0,Rua Miguel Batista da Silva (Loteamento Jardins),Palhoça,Bela Vista,88132857,20.0,1157135862,09/03 às 21:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-bela-vista-1157135862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,
"Pedra Branca | Casa 3 quartos, sendo 1 suite",10000.0,Casa em rua pública,163,3,3,2,0,0,Rua Flor Cheirosa,Palhoça,Pedra Branca,88137340,20.0,1157137449,09/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/pedra-branca-casa-3-quartos-sendo-1-suite-1157137449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6210054,-48.6826996
PALHOçA - Apartamento Padrão - Ponte do Imaruim,4100.0,Apartamento padrão,106,3,3,1,1793,364,Avenida Elza Lucchi - de 786/787 ao fim,Palhoça,Ponte do Imaruim,88130601,21.0,1153498352,09/03 às 21:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-ponte-do-imaruim-1153498352,21880,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,
Apartamento PALHOÇA - SC,1000.0,Apartamento padrão,54,2,1,1,420,243,Rua João Olímpio de Espindola,Palhoça,Nova Palhoça,88131615,12.0,1157156997,09/03 às 22:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-palhoca-sc-1157156997,5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6753555,-48.6629902
