,NOME,VALOR,AREA,CATEGORIA,TIPO,QUARTOS,BANHEIROS,VAGAS,DETALHES_IMOVEL,DETALHES_CONDO,PARCELA1,ENTRADA,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,CIDADE,CEP,link
2139,FLORIANóPOLIS - Apartamento Padrão - Centro,880.000,102,Apartamentos,Venda - apartamento padrão,3,2,1,Área de serviço,88015500,7.447,176.000,850,1.800,18.0,24/01,Centro,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1013227893
2140,APARTAMENTO 3 DORMITÓRIOS SENDO 1 SUÍTE KOBRASOL,799.000,112,Apartamentos,Venda - apartamento padrão,3,1,2,"Academia, Churrasqueira","Segurança 24h, Academia, Salão de festas",6.764,159.800,420,0,20.0,24/01,São José,88102280,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-sendo-1-suite-kobrasol-923511067
2141,Apartamento Padrão,290.000,69,Apartamentos,Venda - apartamento padrão,3,1,1,"Mobiliado, Área de serviço, Churrasqueira",88135015,2.471,58.000,0,350,14.0,24/01,Aririú,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-padrao-1137631368
2142,Casa Alto Padrão em Condomínio Frente Mar no Morro das Pedras - Florianópolis,5.950.000,391,Casas,Venda - casa em condominio fechado,5 ou mais,3,2,88066100,Florianópolis,50.183,1.190.000,0,3.259,20.0,24/01,Rua Manoel Pedro Vieira,Morro das Pedras,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-em-condominio-frente-mar-no-morro-das-pedras-florianopolis-1137631409
2143,Apartamento à venda no bairro Capoeiras - Florianópolis/SC,670.000,84,Apartamentos,Venda - apartamento padrão,3,1,2,"Academia, Churrasqueira","Condomínio fechado, Elevador, Academia, Salão de festas",5.676,134.000,0,0,18.0,24/01,Florianópolis,88070370,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-capoeiras-florianopolis-sc-992431903
2144,Apartamento à venda no bairro Campinas - São José/SC,781.000,89,Apartamentos,Venda - apartamento padrão,2,2,1,"Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Academia, Piscina, Salão de festas",6.612,156.200,0,0,20.0,24/01,São José,88101260,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-campinas-sao-jose-sc-1014111721
2145,Apartamento à venda no bairro Pedra Branca - Palhoça/SC,338.000,54,Apartamentos,Venda - apartamento padrão,2,1,1,Mobiliado,"Condomínio fechado, Elevador, Permitido animais, Salão de festas",2.876,67.600,350,300,13.0,24/01,Palhoça,88132218,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-pedra-branca-palhoca-sc-1122338872
2146,"Apartamento, 4 dormitórios, 2 suítes, 2 vagas, Centro - Florianópolis - SC",1.800.000,330,Apartamentos,Venda - apartamento padrão,4,4,2,"Churrasqueira, Ar condicionado","Permitido animais, Salão de festas, Elevador, Portaria",15.181,360.000,1.800,3.500,20.0,24/01,Florianópolis,88015601,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-4-dormitorios-2-suites-2-vagas-centro-florianopolis-sc-1012799295
2147,"Apartamento, 1 dormitório, 1 vaga, Carvoeira - Florianópolis - SC",600.000,45,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Mobiliado, Academia, Área de serviço, Churrasqueira","Elevador, Permitido animais, Academia, Salão de festas",5.085,120.000,350,900,16.0,24/01,Florianópolis,88040600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-1-dormitorio-1-vaga-carvoeira-florianopolis-sc-1134836217
2148,Casa de Laje próximo ao mar - Balneário Arroio do Silva/SC,270.000,140,Casas,Venda - casa em rua pública,2,2,1,"Mobiliado, Churrasqueira",Permitido animais,2.302,54.000,0,0,12.0,24/01,Balneário Arroio do Silva,88914000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-laje-proximo-ao-mar-balneario-arroio-do-silva-sc-1111190585
2149,Apartamento à venda no bairro Pagani - Palhoça/SC,700.000,92,Apartamentos,Venda - apartamento padrão,3,2,2,"Churrasqueira, Mobiliado, Varanda","Salão de festas, Elevador",5.929,140.000,556,370,21.0,24/01,Palhoça,88132149,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-pagani-palhoca-sc-987417449
2150,Sobrado localizado no Loteamento Parque das Palmeiras /  São José SC,425.000,98,Casas,Venda - casa em rua pública,3,2,1,Varanda,88107310,3.610,85.000,0,0,14.0,24/01,Forquilhas,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-localizado-no-loteamento-parque-das-palmeiras-sao-jose-sc-1019251120
2151,"Casa com 2 dormitórios a venda, 52,00m² Loteamento Bosque de São José SC",340.000,52,Casas,Venda - casa em rua pública,2,1,1,88107845,São José,2.893,68.000,0,0,4.0,24/01,Rua Maria Ana da Silva,Forquilhas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-2-dormitorios-a-venda-52-00m-loteamento-bosque-de-sao-jose-sc-1052713729
2152,"Apartamento com 2 dormitórios a venda 50,00 m² Loteamento Vila Nova Palhoça",160.000,50,Apartamentos,Venda - apartamento padrão,2,1,1,88134120,Palhoça,1.374,32.000,200,0,12.0,24/01,Rua Vereadora Olívia Emília Guedert Brum (Loteamento Vila Nova),Barra do Aririú,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-50-00-m-loteamento-vila-nova-palhoca-1002526780
2153,Apartamento - Florianópolis SC,600.000,71,Apartamentos,Venda - apartamento padrão,2,2,1,88062130,Florianópolis,5.085,120.000,575,1.050,20.0,24/01,Rua Manoel Isidoro da Silveira,Lagoa da Conceição,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-1119060059
2154,RESIDENCIAL PARQUE DE MUNIQUE,2.648.318,184,Apartamentos,Venda - apartamento padrão,4,4,3,88811030,Criciúma,22.336,529.664,0,0,11.0,24/01,Rua Lauro Muller - de 501 a 769 - lado ímpar,Cruzeiro do Sul,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/residencial-parque-de-munique-1106006669
2155,Apartamento para venda com 57 metros quadrados com 2 quartos mobiliado no Centro - Tijucas,280.000,57,Apartamentos,Venda - apartamento padrão,2,1,1,"Varanda, Área de serviço, Churrasqueira",Segurança 24h,2.387,56.000,0,99,20.0,24/01,Tijucas,88200000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-57-metros-quadrados-com-2-quartos-mobiliado-no-centro-tijucas-1132283787
2156,"Apartamento com 2 dormitórios à venda, 56 m² por R$ 530.000,00 - Palmas - Governador Celso",530.000,57,Apartamentos,Venda - apartamento padrão,2,1,1,"Varanda, Churrasqueira, Piscina","Elevador, Piscina",4.495,106.000,0,0,17.0,24/01,Governador Celso Ramos,88190000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-56-m-por-r-530-000-00-palmas-governador-celso-1002315498
2157,Apartamento para venda possui 101 metros quadrados com 2 quartos,1.542.000,101,Apartamentos,Venda - apartamento padrão,2,3,1,"Ar condicionado, Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",13.005,308.400,0,0,12.0,24/01,Florianópolis,88095150,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-101-metros-quadrados-com-2-quartos-1132214181
2158,"Apartamento para Venda em São José, Campinas, 2 dormitórios, 1 suíte, 2 banheiros, 2 vagas",533.000,77,Apartamentos,Venda - apartamento padrão,2,2,2,"Academia, Varanda, Churrasqueira, Piscina","Elevador, Academia, Piscina",4.520,106.600,500,300,20.0,24/01,São José,88117130,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-campinas-2-dormitorios-1-suite-2-banheiros-2-vagas-1002969830
2159,"Casa para Venda em São José, Barreiros, 4 dormitórios, 1 suíte, 3 banheiros, 4 vagas",1.059.000,430,Casas,Venda - casa em rua pública,4,3,4,"Ar condicionado, Piscina, Varanda",Piscina,8.957,211.800,0,1.691,20.0,24/01,São José,88117035,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-barreiros-4-dormitorios-1-suite-3-banheiros-4-vagas-1111449805
2160,FLORIANóPOLIS - Casa Padrão - Cachoeira do Bom Jesus,1.750.000,220,Casas,Venda - casa em rua pública,3,2,2,"Churrasqueira, Ar condicionado, Mobiliado, Área de serviço",88056050,14.760,350.000,0,1.700,20.0,24/01,Cachoeira do Bom Jesus,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cachoeira-do-bom-jesus-1090020450
2161,Casa para venda tem 210 metros quadrados com 3 quartos em Centro - Santo Amaro da Imperatr,430.000,210,Casas,Venda - casa em rua pública,3,2,3,Permitido animais,88140970,3.652,86.000,0,1,12.0,24/01,Centro,Santo Amaro da Imperatriz,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-210-metros-quadrados-com-3-quartos-em-centro-santo-amaro-da-imperatr-1134795799
2162,Casa para venda possui 200 metros quadrados com 3 quartos,490.000,200,Casas,Venda - casa em rua pública,3,3,5 ou mais,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Armários na cozinha",Permitido animais,4.158,98.000,0,1,20.0,24/01,Palhoça,88138788,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-possui-200-metros-quadrados-com-3-quartos-1133129353
2163,Casa Residencial para Venda Casa  com 220m²  sendo 2 pavimentos na melhor localização do I,1.200.000,237,Casas,Venda - casa em rua pública,2,2,4,88085470,Florianópolis,10.146,240.000,0,0,12.0,24/01,Rua Hercílio de Aquino,Itaguaçu,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-para-venda-casa-com-220m-sendo-2-pavimentos-na-melhor-localizacao-do-i-968802036
2164,"Cobertura Duplex em Jurerê Internacional totalmente mobiliada,",1.630.000,116,Apartamentos,Venda - apartamento cobertura,2,2,1,"Ar condicionado, Mobiliado, Varanda, Área de serviço","Elevador, Permitido animais",13.748,326.000,750,180,21.0,24/01,Florianópolis,88053400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-duplex-em-jurere-internacional-totalmente-mobiliada-1061675529
2165,Apartamento para vendacom 109 M2 com 3 quartos sendo 1 suite no centro.,990.000,109,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Churrasqueira, Área de serviço, Armários na cozinha","Condomínio fechado, Elevador, Salão de festas",8.375,198.000,720,266,19.0,24/01,Florianópolis,88020304,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-vendacom-109-m2-com-3-quartos-sendo-1-suite-no-centro-1076525953
2166,"Casa à venda, 363 m² por R$ 5.200.000,00 - Morro das Pedras - Florianópolis/SC",5.200.000,363,Casas,Venda - casa em condominio fechado,5 ou mais,5 ou mais,4,"Ar condicionado, Mobiliado, Piscina, Varanda, Área de serviço, Churrasqueira","Condomínio fechado, Piscina",43.858,1.040.000,0,3.778,21.0,24/01,Florianópolis,88066100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-363-m-por-r-5-200-000-00-morro-das-pedras-florianopolis-sc-1093257388
2167,Apartamento Cobertura,850.000,102,Apartamentos,Venda - apartamento cobertura,3,3,2,"Ar condicionado, Área de serviço, Churrasqueira, Piscina",Piscina,7.194,170.000,400,0,19.0,24/01,Florianópolis,88058081,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-cobertura-1116851167
2168,Casa alto padrão na Cachoeira do bom Jesus - Florianópolis,899.000,117,Casas,Venda - casa em rua pública,3,1,2,Varanda,88056300,7.607,179.800,0,0,10.0,24/01,Cachoeira do Bom Jesus,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-na-cachoeira-do-bom-jesus-florianopolis-1137632725
2169,Apartamento com vista mar no Oceanic Beachfront Residence no Campeche,1.750.000,80,Apartamentos,Venda - apartamento padrão,1,2,1,"Academia, Piscina","Academia, Piscina, Salão de festas",14.760,350.000,706,1.357,20.0,24/01,Florianópolis,88063300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-vista-mar-no-oceanic-beachfront-residence-no-campeche-1137632750
2170,APARTAMENTO RESIDENCIAL MADRID,1.200.000,130,Apartamentos,Venda - apartamento padrão,3,3,3,"Mobiliado, Academia, Varanda, Churrasqueira, Piscina","Elevador, Academia, Piscina, Salão de festas",10.146,240.000,0,0,20.0,24/01,Tubarão,88701480,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-madrid-1128779258
2171,"Apartamento com 1 quarto à venda por R$ 2156176.22, 80.33 m2 - CAMPECHE - FLORIANOPOLIS/SC",2.156.176,80,Apartamentos,Venda - apartamento padrão,1,1,Condomínio fechado,88063610,Florianópolis,18.185,431.235,0,0,7.0,24/01,Rua Antônio José Thomaz da Costa,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-1-quarto-a-venda-por-r-2156176-22-80-33-m2-campeche-florianopolis-sc-1129557029
2172,SãO JOSé - Casa Padrão - Fazenda Santo Antônio,450.000,90,Casas,Venda - casa em rua pública,2,2,1,88104557,São José,3.820,90.000,0,0,20.0,24/01,Rua João Pessoa,Fazenda Santo Antônio,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-fazenda-santo-antonio-1006982964
2173,CASA A VENDA 3 SUITES EM CONDOMINIO FECHADO,1.350.000,167,Casas,Venda - casa em condominio fechado,3,4,2,"Área de serviço, Churrasqueira",Condomínio fechado,11.411,270.000,300,0,20.0,24/01,Florianópolis,88056500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-3-suites-em-condominio-fechado-1077788714
2174,"Apartamento com 2 dormitórios à venda, com vista mar- Canajure - Florianópolis/SC",850.000,80,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Mobiliado, Área de serviço","Condomínio fechado, Elevador",7.194,170.000,650,1.499,20.0,24/01,Florianópolis,88054600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-com-vista-mar-canajure-florianopolis-sc-1035122614
2175,"Casa em condomínio fechado em Coqueiros, com piscina e área gourmet",2.400.000,294,Casas,Venda - casa em condominio fechado,4,5 ou mais,2,Condomínio fechado,88080115,20.242,480.000,350,0,20.0,24/01,Coqueiros,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-fechado-em-coqueiros-com-piscina-e-area-gourmet-1078023753
2176,Casa para venda com 140 metros quadrados com 3 quartos,580.000,140,Casas,Venda - casa em rua pública,3,2,5 ou mais,"Mobiliado, Piscina, Churrasqueira","Permitido animais, Portão eletrônico, Piscina",4.917,116.000,0,400,20.0,24/01,Florianópolis,88058300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-140-metros-quadrados-com-3-quartos-960656244
2177,CASA 3 SUÍTES 144M2 EM STO ANTONIO DE LISBOA,1.275.000,144,Casas,Venda - casa em condominio fechado,3,4,2,Condomínio fechado,88050541,10.779,255.000,0,1.000,13.0,24/01,Santo Antônio de Lisboa,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-suites-144m2-em-sto-antonio-de-lisboa-1083226794
2178,"Casa a Uma Quadra da Praia Central de Garopaba, Bairro Ferraz!",1.650.000,136,Casas,Venda - casa em rua pública,3,3,1,"Mobiliado, Piscina, Churrasqueira",Piscina,13.916,330.000,0,0,15.0,24/01,Garopaba,88495000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-uma-quadra-da-praia-central-de-garopaba-bairro-ferraz-1080772375
2179,Apartamento à venda no Passa Vinte com 3 quartos 1 suíte e 2 banheiros,485.000,87,Apartamentos,Venda - apartamento padrão,3,2,1,"Mobiliado, Academia, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina, Salão de festas",4.116,97.000,500,450,21.0,24/01,Palhoça,88132100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-passa-vinte-com-3-quartos-1-suite-e-2-banheiros-1076697263
2180,SãO JOSé - Padrão - Nossa Senhora do Rosário,828.000,106,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Mobiliado, Academia, Área de serviço, Churrasqueira","Academia, Salão de festas",7.008,165.600,981,3.480,20.0,24/01,São José,88110612,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-padrao-nossa-senhora-do-rosario-1092982096
2181,FLORIANóPOLIS - Casa Padrão - Saco Grande,749.000,186,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,3,"Ar condicionado, Área de serviço",88032010,6.342,149.800,0,600,20.0,24/01,Saco Grande,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-saco-grande-1091002633
2182,Casa Sobrado,560.000,90,Casas,Venda - casa em rua pública,2,2,2,Área de serviço,88060183,4.748,112.000,0,0,20.0,24/01,São João do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-sobrado-1105812071
2183,OPORTUNIDADE -Apartamento paravenda no bairro Coqueiros em Florianópolis,510.000,92,Apartamentos,Venda - apartamento padrão,3,2,1,"Armários na cozinha, Área de serviço, Churrasqueira, Piscina","Elevador, Portaria, Permitido animais, Piscina, Salão de festas",4.326,102.000,900,0,20.0,24/01,Florianópolis,88080000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/oportunidade-apartamento-paravenda-no-bairro-coqueiros-em-florianopolis-1090754313
2184,Florianópolis - Casa Padrão - Rio Tavares,1.024.000,131,Casas,Venda - casa em rua pública,3,3,2,88048368,Florianópolis,8.662,204.800,0,0,12.0,24/01,Servidão Hipólito Bernardino das Chagas,Rio Tavares,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-rio-tavares-979861279
2185,Apartamento para venda com 02 dormitórios sendo uma suíte no bairro Capoeiras em Florianóp,430.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,"Armários na cozinha, Armários embutidos, Área de serviço, Churrasqueira","Elevador, Permitido animais, Salão de festas",3.652,86.000,660,0,20.0,24/01,Florianópolis,88090100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-02-dormitorios-sendo-uma-suite-no-bairro-capoeiras-em-florianop-1076256254
2186,Apartamento à venda no bairro Estreito em Florianópolis,970.000,123,Apartamentos,Venda - apartamento padrão,3,3,"Área de serviço, Churrasqueira","Salão de festas, Portaria, Elevador, Permitido animais",88070740,8.206,194.000,1.200,0,20.0,24/01,Canto,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-estreito-em-florianopolis-1073826406
2187,FLORIANóPOLIS - Padrão - Centro,590.000,65,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Área de serviço",Salão de festas,5.001,118.000,631,1.805,14.0,24/01,Florianópolis,88010301,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-centro-1113235034
2188,FLORIANOPOLIS - Padrão - Itacorubi,742.000,71,Apartamentos,Venda - apartamento padrão,2,2,2,"Ar condicionado, Mobiliado, Área de serviço",Salão de festas,6.283,148.400,390,1.780,20.0,24/01,Florianópolis,88034102,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-itacorubi-1122788405
2189,FLORIANóPOLIS - Apartamento Padrão - João Paulo,3.050.000,342,Apartamentos,Venda - apartamento cobertura,3,5 ou mais,3,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Academia, Piscina, Salão de festas",25.724,610.000,1.950,4.600,20.0,24/01,Florianópolis,88030300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-joao-paulo-1125262462
2190,FLORIANóPOLIS - Apartamento Padrão - Itacorubi,884.174,76,Apartamentos,Venda - apartamento padrão,2,2,1,Área de serviço,"Elevador, Salão de festas",7.482,176.835,369,0,20.0,24/01,Florianópolis,88034400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1077682909
2191,Apartamento Padrão para Venda em Trindade Florianópolis-SC - 598,1.280.000,83,Apartamentos,Venda - apartamento padrão,3,2,2,"Academia, Varanda, Churrasqueira, Piscina","Elevador, Academia, Piscina, Salão de festas",10.821,256.000,700,0,20.0,24/01,Florianópolis,88036500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-padrao-para-venda-em-trindade-florianopolis-sc-598-1137633430
2192,Localização Única - Entrega Jun/24,759.000,89,Apartamentos,Venda - apartamento padrão,2,3,1,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina",6.427,151.800,500,1.650,8.0,24/01,Florianópolis,88050540,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/localizacao-unica-entrega-jun-24-1125154642
2193,Apartamento com 2 Dormitórios - Itacorubi,800.000,65,Apartamentos,Venda - apartamento padrão,2,2,1,88034389,Florianópolis,6.772,160.000,0,0,3.0,24/01,Servidão Recanto Verde,Itacorubi,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-itacorubi-1058655188
2194,SãO JOSé - Apartamento Padrão - Bela Vista,439.258,69,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Academia, Área de serviço","Elevador, Academia, Salão de festas",3.730,87.852,0,0,20.0,24/01,São José,88110130,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-bela-vista-960071791
2195,Apartamento novo de 3 dormitórios,799.000,93,Apartamentos,Venda - apartamento padrão,3,2,1,"Academia, Varanda, Área de serviço, Churrasqueira","Condomínio fechado, Elevador, Academia, Salão de festas",6.764,159.800,300,600,18.0,24/01,Criciúma,88802010,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-novo-de-3-dormitorios-987385748
2196,"Studio mobiliado de 1 dormitório, 49 m² próximo a Praia do Campeche - Florianópolis",680.000,49,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",5.760,136.000,520,1.080,20.0,24/01,Florianópolis,88063000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-mobiliado-de-1-dormitorio-49-m-proximo-a-praia-do-campeche-florianopolis-1120927992
2197,Apartamento na Guarda do Cubatão em Palhoça SC,120.000,47,Apartamentos,Venda - apartamento padrão,2,1,1,88135360,Palhoça,1.037,24.000,318,0,14.0,24/01,Rua Nereu Ghizoni,Guarda do Cubatão,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-na-guarda-do-cubatao-em-palhoca-sc-1093231462
2198,Casa com 10 dormitórios - Armação do Pântano do Sul - Florianopolis,2.500.000,422,Casas,Venda - casa em rua pública,5 ou mais,3,5 ou mais,Varanda,88066300,21.085,500.000,0,231,20.0,24/01,Armação do Pântano do Sul,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-10-dormitorios-armacao-do-pantano-do-sul-florianopolis-961457511
2199,Sobrado 2 suítes | Fase final de construção | Real Parque em São José,430.000,105,Casas,Venda - casa em rua pública,2,3,1,Área de serviço,Permitido animais,3.652,86.000,0,1,20.0,24/01,São José,88113515,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-2-suites-fase-final-de-construcao-real-parque-em-sao-jose-1103017194
2200,"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, TRINDADE",540.000,41,Apartamentos,Venda - apartamento padrão,1,1,1,88036610,Florianópolis,4.579,108.000,0,0,18.0,24/01,Rua Oge Fortkamp,Trindade,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-trindade-1098711928
2201,Sobrado de 3 dormitórios com 2 suítes no Bairro Areias em São José!,435.000,110,Casas,Venda - casa em rua pública,3,3,1,88113823,São José,3.694,87.000,0,0,21.0,24/01,Rua Augusto Jorge Brüggemann,Areias,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-de-3-dormitorios-com-2-suites-no-bairro-areias-em-sao-jose-925468517
2202,FLORIANóPOLIS - Padrão - Beira Mar,3.590.000,131,Apartamentos,Venda - apartamento padrão,3,5 ou mais,2,"Ar condicionado, Academia, Área de serviço","Elevador, Academia, Salão de festas",30.279,718.000,975,3.620,20.0,24/01,Florianópolis,88025002,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-beira-mar-1085282894
2203,"Casa de alto padrão com 3 suítes à venda - Pedra Branca, Palhoça/SC",2.200.000,319,Casas,Venda - casa em rua pública,3,4,2,"Área de serviço, Ar condicionado",Permitido animais,18.555,440.000,0,1,21.0,24/01,Palhoça,88137345,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-alto-padrao-com-3-suites-a-venda-pedra-branca-palhoca-sc-1083182178
2204,Casa em condomínio fechado Florianópolis 2 km da praia ? ,1.650.000,205,Casas,Venda - casa em condominio fechado,3,4,4,"Área de serviço, Varanda, Churrasqueira","Condomínio fechado, Segurança 24h, Área murada, Permitido animais, Portão eletrônico, Piscina",13.916,330.000,250,2.500,20.0,24/01,Florianópolis,88056500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-fechado-florianopolis-2-km-da-praia-1132439105
2205,FLORIANóPOLIS - Apartamento Padrão - Campeche,1.500.000,92,Apartamentos,Venda - apartamento padrão,3,2,2,"Ar condicionado, Academia, Área de serviço, Churrasqueira","Elevador, Academia, Salão de festas",12.651,300.000,600,2.200,20.0,24/01,Florianópolis,88063000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-campeche-1081973411
2206,Casa para venda com 81 metros quadrados com 3 quartos em Campeche - Florianópolis - SC,910.000,81,Casas,Venda - casa em rua pública,3,3,2,"Ar condicionado, Churrasqueira",Permitido animais,7.700,182.000,0,990,20.0,24/01,Florianópolis,88065160,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-81-metros-quadrados-com-3-quartos-em-campeche-florianopolis-sc-1134736387
2207,FLORIANóPOLIS - Apartamento Padrão - Centro,781.864,72,Apartamentos,Venda - apartamento padrão,1,1,1,Área de serviço,"Elevador, Salão de festas",6.619,156.373,0,0,15.0,24/01,Florianópolis,88020710,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1065544514
2208,"3 QUARTOS 1 STE - 104,63M2 - FRENTE - 02 VGS - TOP",804.000,128,Apartamentos,Venda - apartamento padrão,3,2,2,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Segurança 24h, Academia, Piscina, Salão de festas",6.806,160.800,0,0,17.0,24/01,São José,88101410,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/3-quartos-1-ste-104-63m2-frente-02-vgs-top-1054188587
2209,2 SACADAS - MOBILIADO - GARAGEM - ÓTIMO LOCAL,395.000,95,Apartamentos,Venda - apartamento padrão,3,2,1,"Mobiliado, Varanda, Área de serviço",Salão de festas,3.356,79.000,265,0,20.0,24/01,São José,88101310,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/2-sacadas-mobiliado-garagem-otimo-local-1108642712
